yU_1,yU_2,yU_3,yU_4,yU_5,yU_6,yU_7,yU_8,yU_9,yU_10,yL_1,yL_2,yL_3,yL_4,yL_5,yL_6,yL_7,yL_8,yL_9,yL_10,ReynoldsNumber,MachNumber,alpha,Cl,Cd,Cm
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-10,-0.213,0.10149,-0.049
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-9.5,-0.198,0.09037,-0.049
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-9,-0.178,0.08092,-0.049
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-8.5,-0.153,0.07284,-0.049
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-8,-0.125,0.06599,-0.049
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-7.5,-0.092,0.06068,-0.05
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-7,-0.055,0.05629,-0.051
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-6.5,-0.015,0.05163,-0.052
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-6,0.027,0.04797,-0.054
0.0239910469652608,0.0516618518856392,0.0782601235744647,0.0954523719348449,0.0973578681637897,0.0867089993442463,0.0678097806198329,0.0445969760449292,0.022211545134023,0.00598086486577334,-0.00891366474126249,-0.0069296108964826,0.003545892900245,0.0157520405844786,0.0223221243664435,0.0236524576322136,0.0209051339864708,0.0147970075487409,0.00766095909668896,0.00207292885114747,200000,0.2,-5.5,0.072,0.04473,-0.055
